id;naam_nl;naam_fr;naam_officieel;land;lastensoort;regeling;belastingtype;socialelastentype;vrijstellingstype;transactionele_basis;variabiliteitsklasse;effect;waarde;eenheid;geldig_jaar;geldig_van;geldig_tot;status;bron_url;bron_kenmerk;bronsoort;instantie;verificatiedatum;verificatie_door;aanpassingsfrequentie;ingevoerd;vervallen;gebruikt_in;afwijkend;kandidaat
p.nl.zorgtoeslag.normpercentage_zonder_partner;Normpercentage zorgtoeslag zonder partner;Taux normatif sans partenaire;Normpercentage drempelinkomen, alleenstaande;NL;fiscaal;nl.zorgtoeslag;;;;inkomen;overheid_vastgesteld;verlaagt_last;1,912 procent;fractie;2026;2026-01-01;;vastgesteld;;Besluit percentages drempel- en toetsingsinkomen zorgtoeslag, geldend per 1 januari 2026;primair;Ministerie van VWS;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.zorgtoeslag.vermogensgrens_met_partner;Vermogensgrens zorgtoeslag met partner;Plafond de patrimoine avec partenaire;Maximaal vermogen zorgtoeslag, met toeslagpartner;NL;fiscaal;nl.zorgtoeslag;;;plafond;inkomen;overheid_vastgesteld;bepaalt_toepasselijkheid;184.633 euro;EUR;2026;2026-01-01;;vastgesteld;;Belastingdienst, Maximaal vermogen zorgtoeslag per jaar;secundair: overzichtspagina van de Belastingdienst, de onderliggende regeling niet zelf gelezen;Belastingdienst Toeslagen;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.zorgtoeslag.vermogensgrens_zonder_partner;Vermogensgrens zorgtoeslag zonder partner;Plafond de patrimoine sans partenaire;Maximaal vermogen zorgtoeslag, alleenstaande;NL;fiscaal;nl.zorgtoeslag;;;plafond;inkomen;overheid_vastgesteld;bepaalt_toepasselijkheid;146.011 euro;EUR;2026;2026-01-01;;vastgesteld;;Belastingdienst, Maximaal vermogen zorgtoeslag per jaar;secundair: overzichtspagina van de Belastingdienst, de onderliggende regeling niet zelf gelezen;Belastingdienst Toeslagen;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai;nee;nee
p.nl.zvw.max_bijdrage_inkomen;Maximumbijdrage-inkomen Zvw;Revenu maximal soumis a la cotisation Zvw;Maximum bijdrage-inkomen Zvw;NL;sociaal;nl.zvw;;zorgbijdrage;plafond;inkomen;overheid_vastgesteld;verlaagt_last;79.409 euro per jaar;EUR/jaar;2026;2026-01-01;;vastgesteld;;Regeling van 3 november 2025, kenmerk 4240020-1089850-Z, Ministerie van VWS, Staatscourant 2025, 38055;primair;Ministerie van VWS en Belastingdienst;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai | financieel-kompas-ai;nee;nee
p.nl.zvw.percentage_hoog;Zvw-bijdrage, hoge percentage;Cotisation Zvw, taux employeur;Hoge percentage inkomensafhankelijke bijdrage Zvw;NL;sociaal;nl.zvw;;zorgbijdrage;;inkomen;overheid_vastgesteld;verhoogt_last;;fractie;2026;;;te_verifieren;https://www.belastingdienst.nl;Belastingdienst, percentages inkomensafhankelijke bijdrage Zvw;nog niet geraadpleegd;Belastingdienst;;;jaarlijks;;;;nee;ja
p.nl.zvw.percentage_laag;Zvw inkomensafhankelijke bijdrage, lage percentage;Cotisation Zvw dependante du revenu, taux reduit;Lage percentage inkomensafhankelijke bijdrage Zvw;NL;sociaal;nl.zvw;;zorgbijdrage;;inkomen;overheid_vastgesteld;verhoogt_last;4,85 procent;fractie;2026;2026-01-01;;vastgesteld;;Regeling van 3 november 2025, kenmerk 4240020-1089850-Z, Ministerie van VWS, Staatscourant 2025, 38055;primair;Ministerie van VWS en Belastingdienst;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai | financieel-kompas-ai;nee;nee
p.xb.cak.bijdrage_gemiddeld_oud;CAK-bijdrage, oude forfaitaire benadering;Cotisation CAK, ancienne approche forfaitaire;;XB;sociaal;xb.cak;;verdragsbijdrage;;inkomen;indicatief;verhoogt_last;;EUR/jaar;2025;;2025-12-31;vervallen;;;;;;;onregelmatig;;2025-12-31;;nee;ja
p.xb.cak.nominale_zvw_bijdrage_jaar;Nominale Zvw-bijdrage verdragsgerechtigden per jaar;Cotisation Zvw nominale annuelle, beneficiaires conventionnes;Nominale Zvw-bijdrage, voor toepassing van de woonlandfactor;XB;sociaal;xb.cak;;verdragsbijdrage;;inkomen;overheid_vastgesteld;verhoogt_last;1.884 euro per jaar, 157,00 euro per maand;EUR/jaar;2026;2026-01-01;;vastgesteld;https://www.hetcak.nl/zorgverzekering-buitenland/pensioen-uitkering/financiele-informatie/woonlandfactor-zvw-wlz-bijdragen/;Het CAK, pagina Woonlandfactor, Zvw- en Wlz-bijdragen;secundair: publicatiepagina van het CAK, de onderliggende ministeriele regeling niet zelf gelezen;Het CAK;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai | cafeclaude;nee;nee
p.xb.cak.rekenwijze_verdragsbijdrage;Rekenwijze van de CAK-verdragsbijdrage;Methode de calcul de la cotisation conventionnelle;;XB;sociaal;xb.cak;;verdragsbijdrage;;inkomen;overheid_vastgesteld;bepaalt_grondslag;;tekst;2026;;;te_verifieren;https://www.hetcak.nl/zorgverzekering-buitenland/pensioen-uitkering/financiele-informatie/woonlandfactor-zvw-wlz-bijdragen/;Het CAK, berekening van de verdragsbijdrage;nog niet geraadpleegd;Het CAK;;;jaarlijks;;;;nee;ja
p.xb.cak.woonlandfactor_fr;Woonlandfactor Frankrijk;Coefficient pays de residence, France;Woonlandfactor Frankrijk, Zvw- en Wlz-bijdrage verdragsgerechtigden;XB;sociaal;xb.cak;;verdragsbijdrage;;inkomen;overheid_vastgesteld;verlaagt_last;0,8304;factor;2026;2026-01-01;;vastgesteld;https://www.hetcak.nl/zorgverzekering-buitenland/pensioen-uitkering/financiele-informatie/woonlandfactor-zvw-wlz-bijdragen/;Het CAK, pagina Woonlandfactor, Zvw- en Wlz-bijdragen, bron bijgewerkt 29 december 2025;secundair: publicatiepagina van het CAK, de onderliggende ministeriele regeling niet zelf gelezen;Het CAK;2026-09-15;financieel-kompas-ai, config.json;jaarlijks;;;financieel-kompas-ai | cafeclaude;nee;nee
p.xb.deruyter.csg_crds_geschrapt;CSG en CRDS die bij De Ruyter vervallen;CSG et CRDS ecartees dans la situation De Ruyter;CSG 9,2 procent en CRDS 0,5 procent;XB;sociaal;xb.deruyter;;prelevement_social;;meerwaarde;overheid_vastgesteld;verlaagt_last;;fractie;2026;;;te_verifieren;;;;;;;zelden;;;briefhulp-fr | cafeclaude;nee;nee
p.xb.deruyter.prelevement_solidarite;Prelevement de solidarite bij De Ruyter;Prelevement de solidarite, situation De Ruyter;Prelevement de solidarite;XB;sociaal;xb.deruyter;;prelevement_social;;meerwaarde;overheid_vastgesteld;verhoogt_last;7,5 procent;fractie;2026;;;vastgesteld;;"BOFiP, BOI-RFPI-PVINR-20-20; art. 235 ter CGI; art. 26 LFSS 2019; HvJ-EU C-623/13 (De Ruyter) en C-372/18 (Dreyer)";primair;DGFiP;2026-08-12;Vastgoedtransactie, bronnen.json;zelden;2019-01-01;;financieel-kompas-ai | Vastgoedtransactie | cafeclaude | briefhulp-fr;nee;nee
p.xb.ehic.geldigheidsduur;Europese ziekteverzekeringskaart, geldigheidsduur;Carte europeenne d assurance maladie, duree;;XB;verzekering_overheidsgekaderd;xb.ehic;;;;polis;overheid_vastgesteld;bepaalt_toepasselijkheid;;jaren;2026;;;te_verifieren;https://www.hetcak.nl;Het CAK, Europese zorgpas;nog niet geraadpleegd;Het CAK;;;zelden;;;;nee;ja
p.xb.s1.recht_en_geldigheid;S1, recht en geldigheidsduur;Formulaire S1, droit et duree de validite;Art. 24 en 25 Vo. 883/2004;XB;verzekering_overheidsgekaderd;xb.s1;;;;polis;overheid_vastgesteld;bepaalt_toepasselijkheid;;tekst;2026;;;te_verifieren;https://www.hetcak.nl;"Het CAK, verdragsgerechtigden en formulier S1; art. 24 en 25 Vo. 883/2004";nog niet geraadpleegd;Het CAK en CPAM;;;zelden;;;;nee;ja
p.xb.verdrag.artikel_dividend;Bronheffing op dividend onder het verdrag;Retenue a la source sur les dividendes;Art. 10 verdrag NL-FR 1973;XB;fiscaal;xb.verdrag;inkomstenbelasting;;;inkomen;overheid_vastgesteld;verhoogt_last;;procent;2026;;;te_verifieren;https://wetten.overheid.nl/BWBV0003649;Verdrag NL-FR 1973, art. 10;nog niet geraadpleegd;Ministerie van Financien;;;zelden;;;;nee;ja
p.xb.verdrag.artikel_onroerend;Verdragstoewijzing inkomsten uit onroerend goed;Attribution des revenus immobiliers;Art. 6 verdrag NL-FR 1973;XB;fiscaal;xb.verdrag;inkomstenbelasting;;;inkomen;overheid_vastgesteld;bepaalt_toepasselijkheid;;tekst;2026;;;te_verifieren;https://wetten.overheid.nl/BWBV0003649;Verdrag NL-FR 1973, art. 6;nog niet geraadpleegd;Ministerie van Financien;;;zelden;;;;nee;ja
p.xb.verdrag.artikel_pensioen;Verdragstoewijzing pensioen en lijfrente;Attribution conventionnelle des pensions;Art. 18 en 19 verdrag NL-FR 1973;XB;fiscaal;xb.verdrag;inkomstenbelasting;;;inkomen;overheid_vastgesteld;bepaalt_toepasselijkheid;;tekst;2026;;;te_verifieren;https://wetten.overheid.nl/BWBV0003649;Verdrag tussen Nederland en Frankrijk tot het vermijden van dubbele belasting, 16 maart 1973, art. 18 en 19;nog niet geraadpleegd;Ministerie van Financien;;;zelden;;;;nee;ja
p.xb.verdrag.nieuw_verdrag_status;Status van het nieuwe belastingverdrag NL-FR;Statut de la nouvelle convention fiscale;;XB;fiscaal;xb.verdrag;inkomstenbelasting;;;inkomen;overheid_vastgesteld;informatief;;tekst;2026;;;te_verifieren;https://www.rijksoverheid.nl;Rijksoverheid, belastingverdragen, stand van zaken;nog niet geraadpleegd;Ministerie van Financien;;;onregelmatig;;;;nee;ja
p.xb.verdrag.voorkomingsmethode;Methode ter voorkoming van dubbele belasting;Methode d elimination de la double imposition;Art. 24 verdrag NL-FR 1973;XB;fiscaal;xb.verdrag;inkomstenbelasting;;;inkomen;overheid_vastgesteld;verlaagt_last;;tekst;2026;;;te_verifieren;https://wetten.overheid.nl/BWBV0003649;Verdrag NL-FR 1973, art. 24;nog niet geraadpleegd;Ministerie van Financien;;;zelden;;;;nee;ja
p.xb.vo883.aanwijsregel;Aanwijsregel van de toepasselijke socialezekerheidswetgeving;Regle de determination de la legislation applicable;Titel II, art. 11 tot en met 16 Vo. 883/2004;XB;sociaal;xb.vo883;;;;inkomen;overheid_vastgesteld;bepaalt_toepasselijkheid;;tekst;2026;;;te_verifieren;https://eur-lex.europa.eu/legal-content/NL/TXT/?uri=CELEX:32004R0883;Verordening (EG) 883/2004, titel II;nog niet geraadpleegd;Europese Commissie en SVB;;;zelden;;;;nee;ja
